0.01;-0;-0.098;-9.774;989.651
0.02;-0;-0.098;-9.774;989.651
0.03;-0;-0.098;-9.774;989.651
0.04;-0;-0.098;-9.774;989.651
0.05;-0;-0.098;-9.774;989.651
0.06;-0;-0.098;-9.774;989.651
0.07;-0;-0.098;-9.774;989.651
0.08;-0;-0.098;-9.774;989.651
0.09;-0;-0.098;-9.774;989.651
0.1;-0;-0.098;-9.774;989.651
0.11;-0;-0.098;-9.774;989.651
0.12;-0;-0.098;-9.774;989.651
0.13;-0;-0.098;-9.774;989.651
0.14;-0;-0.098;-9.774;989.651
0.15;-0;-0.098;-9.774;989.651
0.16;-0;-0.098;-9.774;989.651
0.17;-0;-0.098;-9.774;989.651
0.18;-0;-0.096;-9.618;989.651
0.19;-0;-0.096;-9.647;989.651
0.2;-0;-0.09;-9.03;989.651
0.21;-0;-0.08;-7.995;989.651
0.22;-0;-0.067;-6.74;989.651
0.23;-0;-0.05;-4.996;989.651
0.24;-0;-0.028;-2.833;989.651
0.25;-0;-0.003;-0.256;989.651
0.26;0;0.028;2.754;989.651
0.27;0.001;0.09;6.205;989.651
0.28;0.002;0.19;10.094;989.65
0.29;0.005;0.335;14.405;989.65
0.3;0.009;0.525;19.09;989.65
0.31;0.016;0.766;24.078;989.649
0.32;0.025;1.059;29.294;989.649
0.33;0.037;1.406;34.658;989.648
0.34;0.053;1.806;40.088;989.646
0.35;0.073;2.261;45.501;989.645
0.36;0.099;2.769;50.816;989.643
0.37;0.129;3.329;55.953;989.641
0.38;0.165;3.937;60.84;989.638
0.39;0.208;4.591;65.407;989.635
0.4;0.257;5.287;69.596;989.631
0.41;0.314;6.021;73.356;989.626
0.42;0.378;6.787;76.648;989.621
0.43;0.45;7.581;79.444;989.616
0.44;0.53;8.399;81.748;989.61
0.45;0.618;9.235;83.58;989.603
0.46;0.714;10.084;84.97;989.595
0.47;0.82;10.944;85.954;989.587
0.48;0.933;11.809;86.575;989.579
0.49;1.056;12.678;86.876;989.569
0.5;1.187;13.547;86.904;989.559
0.51;1.327;14.414;86.708;989.548
0.52;1.475;15.277;86.337;989.537
0.53;1.632;16.136;85.839;989.525
0.54;1.798;16.988;85.262;989.512
0.55;1.972;17.835;84.651;989.498
0.56;2.155;18.675;84.046;989.484
0.57;2.345;19.51;83.485;989.47
0.58;2.545;20.34;83;989.454
0.59;2.752;21.166;82.613;989.438
0.6;2.968;21.989;82.327;989.421
0.61;3.192;22.81;82.127;989.404
0.62;3.424;23.63;82;989.386
0.63;3.665;24.449;81.93;989.368
0.64;3.913;25.268;81.903;989.349
0.65;4.17;26.087;81.907;989.329
0.66;4.435;26.907;81.932;989.308
0.67;4.708;27.726;81.967;989.287
0.68;4.989;28.546;82.006;989.265
0.69;5.279;29.366;82.042;989.243
0.7;5.577;30.187;82.07;989.22
0.71;5.883;31.008;82.087;989.197
0.72;6.197;31.829;82.089;989.172
0.73;6.519;32.649;82.076;989.147
0.74;6.85;33.47;82.049;989.122
0.75;7.189;34.29;82.009;989.096
0.76;7.536;35.109;81.958;989.069
0.77;7.891;35.928;81.899;989.042
0.78;8.254;36.747;81.834;989.013
0.79;8.626;37.564;81.766;988.985
0.805;9.198;38.789;81.667;988.941
0.828;10.092;40.624;81.546;988.872
0.861;11.509;43.37;81.383;988.762
0.911;13.779;47.429;81.188;988.587
0.961;16.252;51.478;80.989;988.396
1.011;18.927;55.517;80.798;988.19
1.061;21.803;59.546;80.604;987.968
1.111;24.881;63.566;80.41;987.73
1.161;28.16;67.577;80.221;987.477
1.211;31.639;71.579;80.035;987.209
1.261;35.317;75.571;79.849;986.925
1.311;39.196;79.554;79.663;986.625
1.361;43.273;83.528;79.473;986.311
1.411;47.548;87.493;79.28;985.981
1.461;52.022;91.448;79.083;985.635
1.511;56.693;95.393;78.882;985.275
1.561;61.561;99.328;78.678;984.899
1.611;66.625;103.253;78.469;984.508
1.661;71.886;107.167;78.259;984.102
1.711;77.342;111.07;78.044;983.681
1.761;82.993;114.963;77.828;983.245
1.811;88.838;118.845;77.612;982.794
1.861;94.877;122.717;77.396;982.328
1.911;101.109;126.578;77.185;981.847
1.961;107.534;130.428;76.979;981.351
2.011;114.152;134.268;76.778;980.84
2.061;120.961;138.098;76.578;980.314
2.111;127.961;141.918;76.378;979.774
2.161;135.153;145.729;76.182;979.219
2.211;142.534;149.529;75.988;978.649
2.261;150.105;153.32;75.792;978.065
2.311;157.866;157.101;75.594;977.466
2.361;165.815;160.872;75.39;976.852
2.411;173.953;164.632;75.179;976.224
2.461;182.278;168.382;74.958;975.582
2.511;190.791;172.12;74.727;974.925
2.561;199.49;175.847;74.486;974.253
2.611;208.375;179.561;74.234;973.567
2.661;217.446;183.263;73.971;972.867
2.711;226.701;186.951;73.697;972.153
2.761;236.14;190.625;73.415;971.424
2.811;245.763;194.284;73.119;970.682
2.861;255.569;197.929;72.815;969.925
2.911;265.556;201.558;72.503;969.154
2.961;275.724;205.172;72.19;968.369
3.011;286.073;208.769;71.879;967.57
3.061;296.601;212.352;71.579;966.758
3.111;307.307;215.92;71.299;965.931
3.161;318.192;219.474;71.03;965.091
3.211;329.255;223.015;70.768;964.237
3.261;340.494;226.543;70.502;963.354
3.311;351.909;230.058;70.231;962.107
3.361;363.499;233.559;69.958;960.841
3.411;375.264;237.046;69.677;959.555
3.461;387.203;240.518;69.373;958.251
3.511;399.316;243.975;69.051;956.927
3.561;411.6;247.415;68.71;955.585
3.611;424.057;250.838;68.354;954.224
3.661;436.684;254.242;67.992;952.845
3.711;449.481;257.629;67.624;951.447
3.761;462.446;260.997;67.246;950.03
3.811;475.58;264.346;66.888;948.595
3.861;488.881;267.678;66.539;947.142
3.911;502.347;270.992;66.2;945.671
3.961;515.979;274.29;65.876;944.181
4.011;529.776;277.571;65.554;942.674
4.061;543.736;280.837;65.237;941.149
4.111;557.859;284.087;64.908;939.606
4.161;572.145;287.319;64.563;938.045
4.211;586.591;290.535;64.204;936.466
4.261;601.198;293.731;63.817;934.871
4.311;615.964;296.908;63.412;933.257
4.361;630.888;300.064;63.002;931.627
4.411;645.97;303.199;62.587;929.979
4.461;661.208;306.314;62.186;928.314
4.511;676.601;309.41;61.819;926.632
4.561;692.148;312.488;61.463;924.934
4.611;707.849;315.548;61.121;923.218
4.661;723.703;318.591;60.777;921.486
4.711;739.708;321.617;60.414;919.737
4.761;755.864;324.624;60.019;917.972
4.811;772.17;327.61;59.591;916.191
4.861;788.625;330.574;59.135;914.393
4.911;805.227;333.514;58.673;912.579
4.961;821.976;336.432;58.231;910.749
5.011;838.87;339.329;57.815;908.903
5.061;855.908;342.205;57.399;907.12
5.111;873.09;345.06;56.998;905.327
5.161;890.414;347.896;56.588;903.519
5.211;907.879;350.71;56.166;901.697
5.261;925.484;353.503;55.702;899.86
5.311;943.229;356.271;55.218;898.009
5.361;961.111;359.017;54.812;896.143
5.411;979.13;361.743;54.416;894.262
5.461;997.285;364.45;54.052;892.368
5.511;1015.575;367.139;53.7;890.46
5.561;1033.998;369.811;53.361;888.537
5.611;1052.555;372.466;53.01;886.601
5.661;1071.245;375.103;52.657;884.651
5.711;1090.065;377.723;52.301;882.687
5.761;1109.017;380.324;51.941;880.709
